test_case_id,rule_id,description,input_fields,expected_outcome,source
TC-AUTO-0096,CAL202-018,Auto baseline for CAL202-018: Apply QIP reduction to payment amounts,Given the claim is not AKI and has a QIP reduction factor | When QIP reduction is applied | Example: cond_code=84; qip_code=2,Then all applicable payment amounts are reduced by the QIP factor And QIP reductions are reflected in final outputs,Synthetic (auto-derived)
TC-AUTO-0097,CAL200-001O,Auto baseline for CAL200-001O: Force waive-blend indicator to Y,Given a claim is loaded for pricing | When pricing begins,"Then the waive-blend indicator is set to ""Y"" And full PPS processing is enforced",Synthetic (auto-derived)
TC-AUTO-0098,CAL200-001P,Auto baseline for CAL200-001P: AKI claims bypass bundled factor calculations,Given the claim condition code is 84 | When pricing continues after initialization | Example: cond_code=84; dob=1970-01-01; thru_date=2021-01-31,Then the final payment equals the bundled base wage amount And the return code is 02,Synthetic (auto-derived)
TC-AUTO-0099,CAL200-000,Auto baseline for CAL200-000: Reject claims with invalid condition codes,"Given the claim condition code is not 73, 74, 84, 87, or blank | When bill elements are validated | Example: cond_code=84",Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0100,CAL200-001A,Auto baseline for CAL200-001A: Reject claims with invalid provider type,"Given the provider type is not 40, 41, or 05 | When bill elements are validated | Example: prov_type=99",Then the return code is 52 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0101,CAL200-001B,Auto baseline for CAL200-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0102,CAL200-001N,Auto baseline for CAL200-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0103,CAL200-001E,Auto baseline for CAL200-001E: Reject non-AKI claims with invalid weight,Given the claim is not AKI and weight is zero or non-numeric | When bill elements are validated | Example: cond_code=84; weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0104,CAL200-001F,Auto baseline for CAL200-001F: Reject non-AKI claims with invalid height,Given the claim is not AKI and height is zero or non-numeric | When bill elements are validated | Example: cond_code=84; height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0105,CAL200-001C,Auto baseline for CAL200-001C: Reject claims with invalid revenue code,"Given the revenue code is not 0821, 0831, 0841, 0851, or 0881 | When bill elements are validated | Example: rev_code=0841",Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0106,CAL200-001D,Auto baseline for CAL200-001D: Reject claims with invalid QIP reduction code,"Given the QIP reduction code is not 1, 2, 3, 4, or blank | When bill elements are validated | Example: qip_code=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0107,CAL200-001G,Auto baseline for CAL200-001G: Reject non-AKI claims with height over 300,Given the claim is not AKI and height exceeds 300 | When bill elements are validated | Example: cond_code=84; height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0108,CAL200-001H,Auto baseline for CAL200-001H: Reject non-AKI claims with weight over 500,Given the claim is not AKI and weight exceeds 500 | When bill elements are validated | Example: cond_code=84; weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0109,CAL200-001I,Auto baseline for CAL200-001I: Reject claims with invalid dialysis session count,Given the dialysis session count is zero or non-numeric | When bill elements are validated | Example: session_count=13,Then the return code is 73 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0110,CAL200-001J,Auto baseline for CAL200-001J: Reject claims with invalid line item date of service,Given the line item date of service is zero or non-numeric | When bill elements are validated | Example: line_item_date=2021-01-15,Then the return code is 74 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0111,CAL200-001K,Auto baseline for CAL200-001K: Reject claims with invalid dialysis start date,Given the dialysis start date is non-numeric | When bill elements are validated,Then the return code is 75 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0112,CAL200-001L,Auto baseline for CAL200-001L: Reject claims with invalid outlier total charges,Given the outlier total charges are non-numeric | When bill elements are validated | Example: outlier_total=2000.00; imputed_map=50.00; predicted_map=30.00,Then the return code is 76 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0113,CAL200-001M,Auto baseline for CAL200-001M: Reject non-AKI claims with invalid comorbid return code,"Given the claim is not AKI and the comorbid return code is not blank, 10, 20, 40, 50, or 60 | When bill elements are validated | Example: cond_code=84",Then the return code is 81 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0114,CAL200-002,Auto baseline for CAL200-002: Compute bundled base wage amount,Given the claim has a bundled base payment rate and wage index | When base wage calculations begin | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; base_rate=100.00; labor_share=0.523,Then the bundled base wage amount equals labor plus non-labor portions And the base wage amount is stored for downstream adjustments,Synthetic (auto-derived)
TC-AUTO-0115,CAL200-008,Auto baseline for CAL200-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=2010-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And pediatric tracking is set when age is under 18,Synthetic (auto-derived)
TC-AUTO-0116,CAL200-007,Auto baseline for CAL200-007: Map QIP reduction codes to reduction factors,Given a claim includes a QIP reduction code | When the reduction factor is determined | Example: qip_code=2,Then the correct QIP reduction factor is selected And it is used later in QIP application,Synthetic (auto-derived)
TC-AUTO-0117,CAL200-010,Auto baseline for CAL200-010: Normalize comorbid data for consistent evaluation,Given a claim includes a CWF comorbid return code | When comorbidity codes are interpreted for evaluation,Then comorbid data is moved to holding and mapped to MA/MC/MD/ME as appropriate And the original values are preserved for later restoration,Synthetic (auto-derived)
TC-AUTO-0118,CAL200-003A,Auto baseline for CAL200-003A: Apply pediatric age adjustment factors,Given the patient age is under 18 | When age adjustment factors are selected | Example: dob=2010-01-01; thru_date=2021-01-31,Then the pediatric factor is selected based on age band and modality And the factor is stored for bundled calculations,Synthetic (auto-derived)
TC-AUTO-0119,CAL200-003B,Auto baseline for CAL200-003B: Apply adult age adjustment factors,Given the patient age is 18 or older | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the adult factor is selected based on age band And the factor is stored for bundled calculations,Synthetic (auto-derived)
TC-AUTO-0120,CAL200-004,Auto baseline for CAL200-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0121,CAL200-004B,Auto baseline for CAL200-004B: Default pediatric BSA factor to 1.000,Given the patient age is under 18 | When the BSA factor is applied | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then the BSA factor is 1.000 And no additional BSA adjustment is applied,Synthetic (auto-derived)
TC-AUTO-0122,CAL200-005,Auto baseline for CAL200-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied for adults below 18.5 And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0123,CAL200-005B,Auto baseline for CAL200-005B: Default BMI factor to 1.000 when low BMI criteria are not met,Given the patient does not meet low BMI criteria | When the BMI factor is applied | Example: height_cm=170; weight_kg=50,Then the BMI factor is 1.000 And no low BMI adjustment is applied,Synthetic (auto-derived)
TC-AUTO-0124,CAL200-009,Auto baseline for CAL200-009: Apply onset adjustment factor,Given dialysis start date and service date are present | When dialysis onset days are calculated | Example: dialysis_start_date=2021-01-01; service_date=2021-04-30; claim_date=2021-01-15,Then adult claims within 120 days receive the onset factor And others receive a factor of 1.000,Synthetic (auto-derived)
TC-AUTO-0125,CAL200-011,Auto baseline for CAL200-011: Select bundled comorbid multiplier,Given comorbid data and CWF return codes are available | When the comorbidity adjustment is selected,Then the highest paying comorbid category is applied And comorbid tracking flags are updated,Synthetic (auto-derived)
TC-AUTO-0126,CAL200-012,Auto baseline for CAL200-012: Apply low volume multiplier for adults,Given provider low volume indicator is Y | When low-volume eligibility is evaluated | Example: dob=2010-01-01; thru_date=2021-01-31; low_volume_ind=Y,Then adult claims receive the low volume multiplier And pediatric claims default to 1.000,Synthetic (auto-derived)
TC-AUTO-0127,CAL200-013,Auto baseline for CAL200-013: Apply rural adjustment multiplier,Given the facility CBSA code is below 100 | When rural eligibility is evaluated | Example: height_cm=170; weight_kg=70; cbsa=01; cbsa=10180; wage_index=1.0500,Then adult claims receive the rural multiplier And others receive a multiplier of 1.000,Synthetic (auto-derived)
TC-AUTO-0128,CAL200-014,Auto baseline for CAL200-014: Compute adjusted base wage amount,Given all bundled case-mix factors are available | When the base payment is adjusted | Example: dob=1970-01-01; thru_date=2021-01-31,Then the base wage amount is multiplied by the case-mix factors And the adjusted base wage amount is stored,Synthetic (auto-derived)
TC-AUTO-0129,CAL200-015,Auto baseline for CAL200-015: Apply training add-on or per-diem logic,Given the claim includes condition and revenue codes | When training or per-diem eligibility is evaluated | Example: rev_code=0821,Then training add-on or per-diem amounts are computed as appropriate And non-eligible claims receive zero add-on,Synthetic (auto-derived)
TC-AUTO-0130,CAL200-017,Auto baseline for CAL200-017: Apply TDAPA add-on,Given the claim includes payer-only TDAPA values | When add-on payments are calculated | Example: tdapa_ind=Y,Then TDAPA per-treatment add-on is calculated And the add-on is included in final amounts,Synthetic (auto-derived)
TC-AUTO-0131,CAL200-021,Auto baseline for CAL200-021: Calculate outlier payment,Given the claim includes outlier charge data and required case-mix inputs | When outlier payment is calculated | Example: outlier_total=2000.00; imputed_map=50.00; predicted_map=30.00,Then the outlier payment is computed using predicted vs imputed MAP And per-diem adjustments are applied when applicable,Synthetic (auto-derived)
TC-AUTO-0132,CAL200-023,Auto baseline for CAL200-023: Compute low-volume recovery payment,Given the low-volume indicator is set for an adult claim | When low-volume recovery is calculated | Example: outlier_total=2000.00; imputed_map=50.00; predicted_map=30.00; low_volume_ind=Y,Then low-volume PPS and outlier payments are recalculated And the recovery amount is stored,Synthetic (auto-derived)
TC-AUTO-0133,CAL200-022,Auto baseline for CAL200-022: Assign return code based on adjustment combinations,Given the claim has one or more adjustment tracking flags set | When the return code is determined,Then the return code reflects the correct adjustment combination And the return code is set for output,Synthetic (auto-derived)
